question;cypher;group;answer;cleaned_query;duration_query_generation;db_result;syntax_error;timeout_error;duration_query_execution;chat_generation_answer;duration_chat_answer;Human Evaluation
What size is Drong Street?;"MATCH (var1) WHERE var1.name=""Drong Street""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;medium-sized;"MATCH (station:STATION {name: ""Drong Street""})
RETURN station.size AS Size
";1.6732807159423828;"[{""Size"": ""medium-sized""}]";False;False;0.0067944526672363;Drong Street is medium-sized.;0.82234787940979;Correct
Can you get rail connections at Dyniirn Way?;"MATCH (var1) WHERE var1.name=""Dyniirn Way""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Dyniirn Way""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";4.9299516677856445;"[{""Station"": ""Dyniirn Way"", ""ConnectedStation"": ""Steoft On Trent"", ""HasRail"": false}]";False;False;0.0090048313140869;No, you cannot get rail connections at Dyniirn Way as it does not have rail facilities.;1.4940316677093506;Correct
How clean is Thuesh Way?;"MATCH (var1) WHERE var1.name=""Thuesh Way""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (station:STATION {name: ""Thuesh Way""})
RETURN station.name AS Station, station.cleanliness AS Cleanliness
";2.1096315383911133;"[{""Station"": ""Thuesh Way"", ""Cleanliness"": ""derilict""}]";False;False;0.0075118541717529;Thuesh Way station is currently in a derelict state, indicating that it is not clean and likely requires significant maintenance or cleaning.;2.065723180770874;Correct
Does Schrioull St have disabled access?;"MATCH (var1) WHERE var1.name=""Schrioull St""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (station:STATION {name: ""Schrioull St""})
RETURN station.name AS Station, station.disabled_access AS DisabledAccess
";3.035322666168213;"[{""Station"": ""Schrioull St"", ""DisabledAccess"": false}]";False;False;0.0066497325897216;No, Schrioull St does not have disabled access.;1.3394536972045898;Correct
Which lines is Skiesly Palace on?;"MATCH (var1) WHERE var1.name=""Skiesly Palace""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Red Briudly'];"MATCH (:STATION {name: ""Skiesly Palace""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS LineName
";3.93601131439209;"[{""LineName"": ""Red Briudly""}]";False;False;0.0085067749023437;The Skiesly Palace is on the Red Briudly line.;1.2266271114349363;Correct
How clean is Czeisch Way?;"MATCH (var1) WHERE var1.name=""Czeisch Way""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (station:STATION {name: ""Czeisch Way""})
RETURN station.name AS Station, station.cleanliness AS Cleanliness
";1.890894651412964;"[{""Station"": ""Czeisch Way"", ""Cleanliness"": ""derilict""}]";False;False;0.0125198364257812;Czeisch Way station is currently in a derelict state of cleanliness.;0.9381532669067384;Correct
How many sizes of station does Orange Faw pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Faw""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Orange Faw' UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";4.959283351898193;"[{""COUNT(DISTINCT stationSize)"": 5}]";False;False;0.0040013790130615;Orange Faw passes through five distinct sizes of stations.;1.133103370666504;Correct
How many architectural styles does Pink Dreark pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Pink Dreark""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Pink Dreark' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";4.448873996734619;"[{""COUNT(DISTINCT architectureStyle)"": 6}]";False;False;0.0112085342407226;Pink Dreark passes through six distinct architectural styles.;1.276193380355835;Correct
Does Trontz Hospital have rail connections?;"MATCH (var1) WHERE var1.name=""Trontz Hospital""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Trontz Hospital""})-[:EDGE]->(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s1.has_rail AS HasRail
";2.839818954467773;"[{""Station"": ""Trontz Hospital"", ""ConnectedStation"": ""Siish Boulevard"", ""HasRail"": false}]";False;False;0.0075063705444335;No, Trontz Hospital does not have rail connections.;0.8439664840698242;Correct
Which stations does Olive Tuamp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Olive Tuamp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Sceiys Road', 'Trar Crossing', 'Mcnaibston', 'Chrift Court', 'Krep Bridge', 'Shroiack Way', 'Mcmeauctton', 'Twaizbridge', 'Hypaaft Court', 'Sift Boulevard', 'Maiaz Court', 'Praagy Crossing', 'Juibsbridge', 'Skieurmwich', 'Gluengington', 'Mccay Boulevard', 'Mclaipt Crossing', 'Wuierrham', 'Hroests Grove', 'Typauelly Way'];"MATCH (:LINE {name: ""Olive Tuamp""})<-[e:EDGE]-(:STATION)-[e2:EDGE]->(s:STATION)
RETURN DISTINCT s.name AS Station
";3.4016876220703125;[];False;False;0.0030009746551513;I don't know the answer.;0.7256548404693604;Incorrect
How many stations are between Schwoschham and Froam Lane?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Schwoschham"" AND var2.name=""Froam Lane""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;12;"MATCH path = shortestPath((start:STATION {name: 'Schwoschham'})-[:EDGE*..50]-(end:STATION {name: 'Froam Lane'}))
RETURN LENGTH(path) - 1 AS stationsBetween
";4.428924083709717;"[{""stationsBetween"": 12}]";False;False;0.0095069408416748;There are 12 stations between Schwoschham and Froam Lane.;2.638598918914795;Correct
What architectural style is Hypask Square?;"MATCH (var1) WHERE var1.name=""Hypask Square""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;modernist;"MATCH (station:STATION {name: ""Hypask Square""})
RETURN station.architecture AS ArchitecturalStyle
";1.5078439712524414;"[{""ArchitecturalStyle"": ""modernist""}]";False;False;0.0059995651245117;Hypask Square features a modernist architectural style.;1.6260504722595217;Correct
At Klicswich what sort of music plays?;"MATCH (var1) WHERE var1.name=""Klicswich""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;swing;"MATCH (station:STATION {name: ""Klicswich""})
RETURN station.music AS MusicType
";2.146084308624268;"[{""MusicType"": ""swing""}]";False;False;0.0135045051574707;At Klicswich, swing music plays.;1.071988821029663;Correct
Does Floudy Manor have rail connections?;"MATCH (var1) WHERE var1.name=""Floudy Manor""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Floudy Manor""})-[:EDGE]->(s2:STATION)
RETURN s1.has_rail AS HasRail
";3.803299188613892;"[{""HasRail"": false}]";False;False;0.0090594291687011;Floudy Manor does not have rail connections.;0.8626601696014404;Correct
What music plays at Khords Court?;"MATCH (var1) WHERE var1.name=""Khords Court""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;country;"MATCH (station:STATION {name: ""Khords Court""})
RETURN station.music AS Music
";1.7314834594726562;"[{""Music"": ""country""}]";False;False;0.0059988498687744;Country music plays at Khords Court.;0.6629126071929932;Correct
What size is Dyniaopt On Trent?;"MATCH (var1) WHERE var1.name=""Dyniaopt On Trent""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;massive;"MATCH (station:STATION {name: ""Dyniaopt On Trent""})
RETURN station.size AS Size
";1.9728200435638428;"[{""Size"": ""massive""}]";False;False;0.0076904296875;Dyniaopt On Trent is massive in size.;0.921473503112793;Correct
How many sizes of station does Pink Whiel pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Pink Whiel""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_color = 'Pink Whiel' UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";4.571162462234497;"[{""COUNT(DISTINCT stationSize)"": 0}]";False;False;0.0104691982269287;Pink Whiel does not pass through any stations of different sizes.;0.8837573528289795;Incorrect
What architectural style is Mckiewn Grove?;"MATCH (var1) WHERE var1.name=""Mckiewn Grove""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;victorian;"MATCH (station:STATION {name: ""Mckiewn Grove""})
RETURN station.architecture AS ArchitecturalStyle
";2.332740306854248;"[{""ArchitecturalStyle"": ""victorian""}]";False;False;0.0060017108917236;Mckiewn Grove is designed in the Victorian architectural style.;0.9664170742034912;Correct
What size is Schwuosk Estate?;"MATCH (var1) WHERE var1.name=""Schwuosk Estate""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;massive;"MATCH (s:STATION {name: ""Schwuosk Estate""})
RETURN s.size AS Size
";2.07067346572876;"[{""Size"": ""massive""}]";False;False;0.0087218284606933;Schwuosk Estate is massive in size.;0.976813554763794;Correct
How many lines is Fleug Crossing on?;"MATCH (var1) WHERE var1.name=""Fleug Crossing""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Fleug Crossing""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";3.248713970184326;"[{""NumberOfLines"": 1}]";False;False;0.0080089569091796;Fleug Crossing is on one line.;0.970632791519165;Correct
At Czeisch Way what sort of music plays?;"MATCH (var1) WHERE var1.name=""Czeisch Way""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;classical;"MATCH (station:STATION {name: ""Czeisch Way""})
RETURN station.music AS MusicType
";2.1511306762695312;"[{""MusicType"": ""classical""}]";False;False;0.0076751708984375;At Czeisch Way, classical music plays.;1.4590482711791992;Correct
What architectural style is Xaung Boulevard?;"MATCH (var1) WHERE var1.name=""Xaung Boulevard""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;modernist;"MATCH (s:STATION {name: ""Xaung Boulevard""})
RETURN s.architecture AS ArchitecturalStyle
";2.65993595123291;"[{""ArchitecturalStyle"": ""modernist""}]";False;False;0.0090267658233642;Xaung Boulevard is designed in a modernist architectural style.;1.493523120880127;Correct
How many lines is Criish Crossing on?;"MATCH (var1) WHERE var1.name=""Criish Crossing""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Criish Crossing""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";1.9734444618225095;"[{""NumberOfLines"": 1}]";False;False;0.0093240737915039;Criish Crossing is on one line.;0.8320307731628418;Correct
How many architectural styles does Orange Faw pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Faw""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Orange Faw' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";4.000466108322144;"[{""COUNT(DISTINCT architectureStyle)"": 6}]";False;False;0.0094218254089355;Orange Faw passes through six distinct architectural styles.;1.2875850200653076;Correct
At Claury On Trent what sort of music plays?;"MATCH (var1) WHERE var1.name=""Claury On Trent""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;electronic;"MATCH (s:STATION {name: ""Claury On Trent""})
RETURN s.name AS Station, s.music AS MusicType
";2.2399942874908447;"[{""Station"": ""Claury On Trent"", ""MusicType"": ""electronic""}]";False;False;0.0080041885375976;At Claury On Trent, electronic music plays.;1.1520400047302246;Correct
At Sqeacs International what sort of music plays?;"MATCH (var1) WHERE var1.name=""Sqeacs International""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;rnb;"MATCH (station:STATION {name: ""Sqeacs International""})
RETURN station.music AS MusicType
";1.7837209701538086;"[{""MusicType"": ""rnb""}]";False;False;0.0067737102508544;At Sqeacs International, R&B music plays.;1.4879724979400637;Correct
Which lines is Greerry On Trent on?;"MATCH (var1) WHERE var1.name=""Greerry On Trent""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Pink Whiel', 'Orange Screic'];"MATCH (:STATION {name: ""Greerry On Trent""})-[r:EDGE]-()
RETURN DISTINCT r.line_name AS LineName
";2.254457950592041;"[{""LineName"": ""Orange Screic""}, {""LineName"": ""Pink Whiel""}]";False;False;0.0069987773895263;Greerry On Trent is not on the Orange Screic or Pink Whiel lines. If there are other lines it may be on, that information has not been provided.;1.7202157974243164;Correct
What music plays at Mclaewn Upon Thames?;"MATCH (var1) WHERE var1.name=""Mclaewn Upon Thames""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;swing;"MATCH (station:STATION {name: ""Mclaewn Upon Thames""})
RETURN station.music AS Music
";1.7756233215332031;"[{""Music"": ""swing""}]";False;False;0.0070292949676513;Swing music plays at McLaewn Upon Thames.;1.3741486072540283;Correct
How many sizes of station does Pink Dreark pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Pink Dreark""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Pink Dreark' UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";4.6219775676727295;"[{""COUNT(DISTINCT stationSize)"": 5}]";False;False;0.0096955299377441;Pink Dreark passes through five different sizes of stations.;1.3843562602996826;Correct
Which stations does Green Mcgoimp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Green Mcgoimp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Rhaands Grove', 'Physaantz Road', 'Hyield Court', 'Sqearn Bridge', 'Kliuc Upon Thames', 'Ghaiockham', 'Mccay Boulevard', 'Pleiw St', 'Sprinnbridge', 'Mckiew Lane', 'Hydraarm Crossing', 'Twaizbridge', 'Pfaantlywich', 'Yatz Boulevard', 'Pfaorts Court', 'Hypiap Grove', 'Kleompton'];"MATCH (:LINE {name: ""Green Mcgoimp""})<-[e:EDGE]-(:STATION)-[e2:EDGE]->(s:STATION)
RETURN DISTINCT s.name AS Station
";4.274507999420166;[];False;False;0.00850510597229;I don't know the answer.;0.6859400272369385;Incorrect
Is there disabled access at Typauelly Way?;"MATCH (var1) WHERE var1.name=""Typauelly Way""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (station:STATION {name: ""Typauelly Way""})
RETURN station.name AS Station, station.disabled_access AS DisabledAccess
";2.137880325317383;"[{""Station"": ""Typauelly Way"", ""DisabledAccess"": false}]";False;False;0.0075154304504394;No, there is no disabled access at Typauelly Way station.;1.5269908905029297;Correct
What size is Klioc Palace?;"MATCH (var1) WHERE var1.name=""Klioc Palace""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;medium-sized;"MATCH (s:STATION {name: ""Klioc Palace""})
RETURN s.size AS Size
";1.7533633708953855;"[{""Size"": ""medium-sized""}]";False;False;0.0076730251312255;Klioc Palace is medium-sized.;1.0610110759735107;Correct
How clean is Mcciays Court?;"MATCH (var1) WHERE var1.name=""Mcciays Court""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;dirty;"MATCH (station:STATION {name: ""Mcciays Court""})
RETURN station.name AS Station, station.cleanliness AS Cleanliness
";1.9555182456970213;"[{""Station"": ""Mcciays Court"", ""Cleanliness"": ""dirty""}]";False;False;0.0081293582916259;"Mcciays Court is currently not in the best condition in terms of cleanliness; it's considered dirty.";1.6148285865783691;Correct
How clean is Fruirtyneyland?;"MATCH (var1) WHERE var1.name=""Fruirtyneyland""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;clean;"MATCH (s:STATION {name: ""Fruirtyneyland""})
RETURN s.name AS Station, s.cleanliness AS Cleanliness
";2.164093255996704;"[{""Station"": ""Fruirtyneyland"", ""Cleanliness"": ""clean""}]";False;False;0.0078165531158447;Fruirtyneyland is clean.;1.2104694843292236;Correct
How many music styles does Green Criengs pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Green Criengs""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Green Criengs' UNWIND [s1.music, s2.music] AS musicStyle
RETURN COUNT(DISTINCT musicStyle)
";4.6246724128723145;"[{""COUNT(DISTINCT musicStyle)"": 6}]";False;False;0.0045082569122314;Green Criengs pass through six different music styles.;1.1641449928283691;Correct
Are Whauely Hospital and Shroond Court on the same line?;"MATCH (var1) WHERE var1.name=""Whauely Hospital""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Shroond Court""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION {name: ""Whauely Hospital""})-[r1:EDGE]-(l:LINE)-[r2:EDGE]-(s2:STATION {name: ""Shroond Court""})
RETURN COUNT(DISTINCT l.id) > 0 AS OnSameLine
";7.251812934875488;"[{""OnSameLine"": false}]";False;False;0.0275568962097167;No, Whauely Hospital and Shroond Court are not on the same line.;1.0602498054504397;Correct
What architectural style is Mckiew Lane?;"MATCH (var1) WHERE var1.name=""Mckiew Lane""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;victorian;"MATCH (station:STATION {name: ""Mckiew Lane""})
RETURN station.architecture AS ArchitecturalStyle
";2.48396635055542;"[{""ArchitecturalStyle"": ""victorian""}]";False;False;0.0080933570861816;Mckiew Lane is designed in the Victorian architectural style.;1.2002789974212646;Correct
How many architectural styles does Orange Dwomp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Dwomp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Orange Dwomp' UNWIND [s1.architecture, s2.architecture] AS architectureStyle
RETURN COUNT(DISTINCT architectureStyle)
";4.099567413330078;"[{""COUNT(DISTINCT architectureStyle)"": 5}]";False;False;0.0035066604614257;Orange Dwomp passes through five distinct architectural styles.;1.7652974128723145;Correct
Are Thuesh Way and Kneady St on the same line?;"MATCH (var1) WHERE var1.name=""Thuesh Way""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Kneady St""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION {name: ""Thuesh Way""})-[r:EDGE]-(s2:STATION {name: ""Kneady St""})
RETURN COUNT(r) > 0 AS OnSameLine
";2.2978992462158203;"[{""OnSameLine"": false}]";False;False;0.0205368995666503;No, Thuesh Way and Kneady St are not on the same line.;1.0902318954467771;Correct
What size is Froam Lane?;"MATCH (var1) WHERE var1.name=""Froam Lane""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;tiny;"MATCH (station:STATION {name: ""Froam Lane""})
RETURN station.size AS Size
";1.9739363193511963;"[{""Size"": ""tiny""}]";False;False;0.0082991123199462;Froam Lane is tiny.;0.5929467678070068;Correct
How many music styles does Blue Twauect pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Blue Twauect""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;7;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Blue Twauect' UNWIND [s1.music, s2.music] AS musicStyle
RETURN COUNT(DISTINCT musicStyle)
";4.725474119186401;"[{""COUNT(DISTINCT musicStyle)"": 7}]";False;False;0.004507303237915;Blue Twauect passes through seven distinct music styles.;0.8307769298553467;Correct
What size is Plieurts Court?;"MATCH (var1) WHERE var1.name=""Plieurts Court""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;medium-sized;"MATCH (station:STATION {name: ""Plieurts Court""})
RETURN station.size AS Size
";1.8138971328735352;"[{""Size"": ""medium-sized""}]";False;False;0.0070040225982666;Plieurts Court is medium-sized.;1.3944926261901855;Correct
How many lines is Mclouwn Crossing on?;"MATCH (var1) WHERE var1.name=""Mclouwn Crossing""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Mclouwn Crossing""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";3.69429874420166;"[{""NumberOfLines"": 1}]";False;False;0.0080320835113525;Mclouwn Crossing is on one line.;0.9570155143737792;Correct
How many sizes of station does Olive Hydrieubs pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Olive Hydrieubs""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Olive Hydrieubs' UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";10.289382934570312;"[{""COUNT(DISTINCT stationSize)"": 5}]";False;False;0.0110235214233398;Olive Hydrieubs passes through five different sizes of stations.;1.2709932327270508;Correct
How many sizes of station does Purple Xiour pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Xiour""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION) WHERE e.line_name = 'Purple Xiour' UNWIND [s1.size, s2.size] AS stationSize
RETURN COUNT(DISTINCT stationSize)
";4.222981691360474;"[{""COUNT(DISTINCT stationSize)"": 5}]";False;False;0.0112147331237792;Purple Xiour passes through five distinct sizes of stations.;0.77681565284729;Correct
At Wroudly Way what sort of music plays?;"MATCH (var1) WHERE var1.name=""Wroudly Way""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;pop;"MATCH (station:STATION {name: ""Wroudly Way""})
RETURN station.music AS MusicType
";2.4684174060821533;"[{""MusicType"": ""pop""}]";False;False;0.0079996585845947;At Wroudly Way, pop music plays.;2.4214370250701904;Correct
What architectural style is Hyield Court?;"MATCH (var1) WHERE var1.name=""Hyield Court""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;concrete;"MATCH (s:STATION {name: ""Hyield Court""})
RETURN s.architecture AS ArchitecturalStyle
";2.590947151184082;"[{""ArchitecturalStyle"": ""concrete""}]";False;False;0.0070009231567382;Hyield Court features a concrete architectural style.;1.3415184020996094;Correct
What size is Swoiall Bridge?;"MATCH (var1) WHERE var1.name=""Swoiall Bridge""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;small;"MATCH (station:STATION {name: ""Swoiall Bridge""})
RETURN station.size AS Size
";1.4020287990570068;"[{""Size"": ""small""}]";False;False;0.0090048313140869;The Swoiall Bridge is small in size.;0.7280199527740479;Correct
At Thruolly Lane what sort of music plays?;"MATCH (var1) WHERE var1.name=""Thruolly Lane""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;rnb;"MATCH (s:STATION {name: ""Thruolly Lane""})
RETURN s.music AS MusicType
";2.504075527191162;"[{""MusicType"": ""rnb""}]";False;False;0.0080258846282958;At Thruolly Lane, R&B music plays.;1.0526580810546875;Correct
What size is Schwoiarth St?;"MATCH (var1) WHERE var1.name=""Schwoiarth St""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;medium-sized;"MATCH (station:STATION {name: ""Schwoiarth St""})
RETURN station.size AS Size
";1.7077181339263916;"[{""Size"": ""medium-sized""}]";False;False;0.0041186809539794;Schwoiarth Street is medium-sized.;0.9824838638305664;Correct
