Question 1;Answer Question 1;Question 2;Answer Question 2;Question 3;Answer Question 3;Question 4;Used History Expected;Used History Chatbot Decision;Duration
"Who wrote the script for the movie ""The Devil's Advocate""?";"""The Devil's Advocate"" script was written by Jonathan Lemkin and Tony Gilroy.";When was the actor Meg Ryan born?;Meg Ryan was born in 1961.;What movies has Corey Feldman acted in?;"Corey Feldman acted in ""Stand By Me"".";"Who wrote the script for the movie ""The Devil's Advocate"" and When was the actor Meg Ryan born and What movies has Corey Feldman acted in?";True;True;1.1395926475524902
"How many votes has the movie ""What Dreams May Come"" become?";"""What Dreams May Come"" has become 32 votes.";What movies has John Hurt acted in?;"John Hurt acted in "" V for Vendetta"".";How many movies has Renee Zellweger directed?;Renee Zellweger has not directed any movies.;"How many votes has the movie ""What Dreams May Come"" become and What movies has John Hurt acted in and How many movies has Renee Zellweger directed?";True;True;1.2522990703582764
What movies has Stephen Rea acted in?;"Stephen Rea acted in ""V for Vendetta"".";What year was the movie 'Apollo 13' released?;"""Apollo 13"" was released in 1995.";What year was the movie 'RescueDawn' released?;"""RescueDawn"" was released in 2006.";What movies has Stephen Rea acted in and What year was the movie 'Apollo 13' released and What year was the movie 'RescueDawn' released?;True;True;1.355510711669922
"In what year was the movie ""The Devil's Advocate"" released?";"""The Devil's Advocate"" was released in 1997.";How many movies has Ed Harris directed?;Ed Harris has not directed any movies.;What movies has Takeshi Kitano acted in?;"Takeshi Kitano acted in ""Johnny Mnemonic"".";"In what year was the movie ""The Devil's Advocate"" released and How many movies has Ed Harris directed and What movies has Takeshi Kitano acted in?";True;True;1.0642826557159424
What movies feature Hugo Weaving in a supporting role?;"Hugo Weaving acted in a supporting role in ""The Matrix,"" ""The Matrix Reloaded,"" ""The Matrix Revolutions,"" ""V for Vendetta,"" and ""Cloud Atlas.""";What year was the movie 'The Replacements' released?;"""The Replacements"" was released in 2000.";What movies has James Marshall acted in?;"James Marshall acted in ""A Few Good Men"".";What movies feature Hugo Weaving in a supporting role and What year was the movie 'The Replacements' released and What movies has James Marshall acted in?;True;True;1.3982555866241455
Which films has Joel Silver directed?;Joel Silver did not direct any movies listed.;How many movies has Carrie-Anne Moss directed?;Carrie-Anne Moss has not directed any movies.;What is the tagline of the movie 'The Replacements'?;"The tagline for ""The Replacements"" is ""Pain heals, Chicks dig scars... Glory lasts forever.""";Which films has Joel Silver directed and How many movies has Carrie-Anne Moss directed and What is the tagline of the movie 'The Replacements'?;True;True;1.14892315864563
"How many votes did the movie ""What Dreams May Come"" get?";"""What Dreams May Come"" received 32 votes.";When was the actor Laurence Fishburne born?;Laurence Fishburne was born in 1961.;What movies has Wil Wheaton acted in?;"Wil Wheaton acted in ""Stand By Me"".";"How many votes did the movie ""What Dreams May Come"" get and When was the actor Laurence Fishburne born and What movies has Wil Wheaton acted in?";True;True;1.0470564365386963
"Did Carrie-Anne Moss act in ""The Devil's Advocate""?";"Carrie-Anne Moss did not act in ""The Devil's Advocate.""";What movies has Aaron Sorkin acted in?;Aaron Sorkin has not acted in any movies.;How many votes did the movie 'A Few Good Men' receive?;"""A Few Good Men"" received 348 votes.";"Did Carrie-Anne Moss act in ""The Devil's Advocate"" and What movies has Aaron Sorkin acted in and How many votes did the movie 'A Few Good Men' receive?";True;True;1.377169132232666
What year was the actor Laurence Fishburne born?;Laurence Fishburne was born in 1961.;What movies has John C. Reilly acted in?;"John C. Reilly acted in ""Hoffa"".";How many movies has Jim Cash directed?;Jim Cash has not directed any movies.;What year was the actor Laurence Fishburne born and What movies has John C Reilly acted in and How many movies has Jim Cash directed?;True;True;1.017199993133545
Which movies has Keanu Reeves reviewed?;Keanu Reeves has not reviewed any movies.;What year was the movie 'You've Got Mail' released?;"""You've Got Mail"" was released in 1998.";How many movies has Naomie Harris directed?;Naomie Harris has not directed any movies.;Which movies has Keanu Reeves reviewed and What year was the movie 'You've Got Mail' released and How many movies has Naomie Harris directed?;True;True;0.8915426731109619
How many films has Hugo Weaving acted in since 2010?;"Hugo Weaving acted in ""The Matrix,"" ""The Matrix Reloaded,"" ""The Matrix Revolutions,"" ""V for Vendetta,"" and ""Cloud Atlas"" since 2010.";When was the actor Paul Blythe born?;Paul Blythe's birth year is not clear.;When was the actor Robert Longo born?;Robert Longo was born in 1953.;How many films has Hugo Weaving acted in since 2010 and When was the actor Paul Blythe born and When was the actor Robert Longo born?;True;False;1.7406270503997805
"Did Keanu Reeves act in or produce ""What Dreams May Come""?";"Keanu Reeves did not act in or produce ""What Dreams May Come.""";When was the actor John Goodman born?;John Goodman was born in 1952.;When was the actor Parker Posey born?;Parker Posey was born in 1968.;"Did Keanu Reeves act in or produce ""What Dreams May Come"" and When was the actor John Goodman born and When was the actor Parker Posey born?";True;True;1.2109489440917969
"What's the tagline for the movie ""What Dreams May Come""?";"The tagline for ""What Dreams May Come"" is ""After life there is more. The end is just the beginning.""";What is the tagline of the movie 'V for Vendetta'?;"The tagline for ""V for Vendetta"" is ""Freedom! Forever!""";What movies has Nora Ephron acted in?;Nora Ephron has not acted in any movies.;"What's the tagline for the movie ""What Dreams May Come"" and What is the tagline of the movie 'V for Vendetta' and What movies has Nora Ephron acted in?";True;True;1.524918556213379
When was the actor Keanu Reeves born?;Keanu Reeves was born in 1964.;How many movies has Natalie Portman directed?;Natalie Portman has not directed any movies.;When was the actor Ed Harris born?;Ed Harris was born in 1950.;When was the actor Keanu Reeves born and How many movies has Natalie Portman directed and When was the actor Ed Harris born?;True;True;1.878777265548706
"How many votes did the movie ""The Matrix"" receive?";"""The Matrix"" received 4801 votes.";How many movies has Steve Zahn directed?;Steve Zahn has not directed any movies.;When was the actor John Cusack born?;John Cusack was born in 1966.;"How many votes did the movie ""The Matrix"" receive and How many movies has Steve Zahn directed and When was the actor John Cusack born?";True;True;2.1897151470184326
"What is the tagline of the movie ""The Matrix Reloaded""?";"The tagline of ""The Matrix Reloaded"" is ""Free your mind.""";When was the actor Greg Kinnear born?;Greg Kinnear was born in 1963.;When was the actor Oliver Platt born?;Oliver Platt was born in 1960.;"What is the tagline of the movie ""The Matrix Reloaded"" and When was the actor Greg Kinnear born and When was the actor Oliver Platt born?";True;True;1.4802865982055664
"When was the movie ""The Matrix Revolutions"" released?";"""The Matrix Revolutions"" was released in 2003.";How many votes did the movie 'Charlie Wilson's War' receive?;"""Charlie Wilson's War"" received 17 votes.";How many movies has Christopher Guest directed?;Christopher Guest has not directed any movies.;"When was the movie ""The Matrix Revolutions"" released and How many votes did the movie 'Charlie Wilson's War' receive and How many movies has Christopher Guest directed?";True;True;1.3652150630950928
"Did Carrie-Anne Moss act in the movie ""The Devil's Advocate""?";"Carrie-Anne Moss did not act in ""The Devil's Advocate.""";What year was the movie 'The Birdcage' released?;"""The Birdcage"" was released in 1996.";When was the actor Emile Hirsch born?;Emile Hirsch was born in 1985.;"Did Carrie-Anne Moss act in the movie ""The Devil's Advocate"" and What year was the movie 'The Birdcage' released and When was the actor Emile Hirsch born?";True;True;0.9651539325714112
What movies has Laurence Fishburne directed?;Laurence Fishburne did not direct any movies.;What movies has Brooke Langton acted in?;"Brooke Langton acted in ""The Replacements"".";How many movies has Ron Howard directed?;"Ron Howard directed ""The Da Vinci Code"" and ""Frost/Nixon"".";What movies has Laurence Fishburne directed and What movies has Brooke Langton acted in and How many movies has Ron Howard directed?;True;False;1.084709644317627
"How many votes did the movie ""A Few Good Men"" receive?";"""A Few Good Men"" received 348 votes.";How many movies has Tom Skerritt directed?;Tom Skerritt has not directed any movies.;What movies has Orlando Jones acted in?;"Orlando Jones acted in ""The Replacements"".";"How many votes did the movie ""A Few Good Men"" receive and How many movies has Tom Skerritt directed and What movies has Orlando Jones acted in?";True;True;0.9574849605560304
"What is the tagline of the movie ""Top Gun""?";"The tagline of ""Top Gun"" is ""I feel the need, the need for speed.""";What movies has Val Kilmer acted in?;"Val Kilmer acted in ""Topgun"".";How many movies has Christian Bale directed?;Christian Bale has not directed any movies.;"What is the tagline of the movie ""Top Gun"" and What movies has Val Kilmer acted in and How many movies has Christian Bale directed?";True;True;0.926671266555786
"When was the movie ""Jerry Maguire"" released?";"""Jerry Maguire"" was released in 2000.";What movies has Kevin Pollak acted in?;"Kevin Pollak acted in ""A Few Good Men"".";When was the actor John C. Reilly born?;John C. Reilly was born in 1965.;"When was the movie ""Jerry Maguire"" released and What movies has Kevin Pollak acted in and When was the actor John C Reilly born?";True;False;1.3112246990203855
In which movies has Hugo Weaving acted?;"Hugo Weaving acted in ""The Matrix,"" ""The Matrix Reloaded,"" ""The Matrix Revolutions,"" ""V for Vendetta,"" and ""Cloud Atlas.""";When was the actor Nora Ephron born?;Nora Ephron was born in 1941.;What movies has Paul Blythe acted in?;Paul Blythe has not acted in any movies.;In which movies has Hugo Weaving acted and When was the actor Nora Ephron born and What movies has Paul Blythe acted in?;True;True;1.5811505317687988
What year was the actor Lilly Wachowski born?;Lilly Wachowski was born in 1967.;What movies has David Morse acted in?;"David Morse acted in ""The Green Mile"".";How many movies has Brooke Langton directed?;Brooke Langton has not directed any movies.;What year was the actor Lilly Wachowski born and What movies has David Morse acted in and How many movies has Brooke Langton directed?;True;True;2.5732553005218506
Which movies has Lana Wachowski directed?;"Lana Wachowski directed ""The Matrix,"" ""The Matrix Reloaded,"" and ""The Matrix Revolutions.""";What movies has Christian Bale acted in?;"Christian Bale acted in ""RescueDawn"".";When was the actor Lori Petty born?;Lori Petty was born in 1963.;Which movies has Lana Wachowski directed and What movies has Christian Bale acted in and When was the actor Lori Petty born?;True;True;1.2273786067962646
"How many votes did the movie ""Joe Versus the Volcano"" get?";"""Joe Versus the Volcano"" received 18 votes.";What year was the movie 'Cast Away' released?;"""Cast Away"" was released in 2000.";When was the actor Christopher Guest born?;Christopher Guest was born in 1948.;"How many votes did the movie ""Joe Versus the Volcano"" get and What year was the movie 'Cast Away' released and When was the actor Christopher Guest born?";True;True;1.2040436267852783
"What is the tagline of the movie ""When Harry Met Sally""?";"The tagline of ""When Harry Met Sally"" is ""Can two friends sleep together and still love each other in the morning?""";How many movies has Ethan Hawke directed?;Ethan Hawke has not directed any movies.;When was the actor Zach Grenier born?;Zach Grenier was born in 1954.;"What is the tagline of the movie ""When Harry Met Sally"" and How many movies has Ethan Hawke directed and When was the actor Zach Grenier born?";True;True;1.2092726230621338
"When was the movie ""That Thing You Do"" released?";"""That Thing You Do"" was released in 1996.";What is the tagline of the movie 'Unforgiven'?;"The tagline for ""Unforgiven"" is ""It's a hell of a thing, killing a man.""";How many movies has Richard Harris directed?;Richard Harris has not directed any movies.;"When was the movie ""That Thing You Do"" released and What is the tagline of the movie 'Unforgiven' and How many movies has Richard Harris directed?";True;True;0.943290948867798
"Did Joel Silver produce ""The Replacements""?";"Joel Silver produced ""The Replacements.""";What movies has Demi Moore acted in?;"Demi Moore acted in ""A Few Good Men"".";How many movies has Stephen Rea directed?;Stephen Rea has not directed any movies.;"Did Joel Silver produce ""The Replacements"" and What movies has Demi Moore acted in and How many movies has Stephen Rea directed?";True;False;1.1499900817871094
What movies has Emil Eifrem acted in?;Emil Eifrem did not act in any movies.;How many movies has Chris Columbus directed?;"Chris Columbus has directed ""Bicentennial Man"".";What movies has Christina Ricci acted in?;"Christina Ricci acted in ""Speed Racer"".";What movies has Emil Eifrem acted in and How many movies has Chris Columbus directed and What movies has Christina Ricci acted in?;True;False;0.952077865600586
"How many votes did the movie ""Rescue Dawn"" receive?";"""Rescue Dawn"" received 12 votes.";How many movies has Annabella Sciorra directed?;Annabella Sciorra has not directed any movies.;How many movies has Gary Sinise directed?;Gary Sinise has not directed any movies.;"How many votes did the movie ""Rescue Dawn"" receive and How many movies has Annabella Sciorra directed and How many movies has Gary Sinise directed?";True;True;1.3144216537475586
"What is the tagline of the movie ""The Birdcage""?";"The tagline of ""The Birdcage"" is ""Come as you are.""";When was the actor River Phoenix born?;River Phoenix was born in 1970.;What is the tagline of the movie 'What Dreams May Come'?;"The tagline of ""What Dreams May Come"" is ""After life there is more. The end is just the beginning.""";"What is the tagline of the movie ""The Birdcage"" and When was the actor River Phoenix born and What is the tagline of the movie 'What Dreams May Come'?";True;True;3.352060317993164
"When was the movie ""Unforgiven"" released?";"""Unforgiven"" was released in 1992.";What year was the movie 'A League of Their Own' released?;"""A League of Their Own"" was released in 1992.";List all the movies directed by Joel Silver.;Joel Silver directed no movies.;"When was the movie ""Unforgiven"" released and What year was the movie 'A League of Their Own' released and List all the movies directed by Joel Silver?";True;True;1.221548318862915
In which movies has Charlize Theron acted?;"Charlize Theron acted in ""That Thing You Do"" and ""The Devil's Advocate"".";When was the actor Tom Skerritt born?;Tom Skerritt was born in 1933.;What is the birth year of the actor Carrie-Anne Moss?;Carrie-Anne Moss was born in 1967.;In which movies has Charlize Theron acted and When was the actor Tom Skerritt born and What is the birth year of the actor Carrie-Anne Moss?;True;True;1.241112232208252
"How many votes did the movie ""Johnny Mnemonic"" receive?";"""Johnny Mnemonic"" received 28 votes.";What movies has John Patrick Stanley acted in?;John Patrick Stanley has not acted in any movies.;Which movies starring Laurence Fishburne were released in the 1990s?;Laurence Fishburne did not star in any movies in the 1990s listed.;"How many votes did the movie ""Johnny Mnemonic"" receive and What movies has John Patrick Stanley acted in and Which movies starring Laurence Fishburne were released in the 1990s?";True;True;1.3504140377044678
"What is the tagline of the movie ""Cloud Atlas""?";"The tagline of ""Cloud Atlas"" is ""Everything is connected.""";What movies has Corey Feldman acted in?;"Corey Feldman acted in ""Stand By Me"".";What movies has Keanu Reeves acted in?;"Keanu Reeves acted in ""The Matrix,"" ""The Matrix Reloaded,"" and ""The Matrix Revolutions.""";"What is the tagline of the movie ""Cloud Atlas"" and What movies has Corey Feldman acted in and What movies has Keanu Reeves acted in?";True;True;1.3062009811401367
"When was ""The Da Vinci Code"" released?";"""The Da Vinci Code"" was released in 2006.";How many movies has Renee Zellweger directed?;Renee Zellweger has not directed any movies.;How many movies has Carrie-Anne Moss directed?;Carrie-Anne Moss has not directed any movies.;"When was ""The Da Vinci Code"" released and How many movies has Renee Zellweger directed and How many movies has Carrie-Anne Moss directed?";True;True;2.3973281383514404
"Did Al Pacino act in ""V for Vendetta""?";"Al Pacino did not act in ""V for Vendetta.""";What year was the movie 'RescueDawn' released?;"""RescueDawn"" was released in 2006.";"Who directed the movie ""The Matrix Reloaded""?";"""The Matrix Reloaded"" was directed by Lana Wachowski and Lilly Wachowski.";"Did Al Pacino act in ""V for Vendetta"" and What year was the movie 'RescueDawn' released and Who directed the movie ""The Matrix Reloaded""?";True;True;1.1198983192443848
What movies has Taylor Hackford directed?;"Taylor Hackford directed The Devil's Advocate"".";What movies has Takeshi Kitano acted in?;"Takeshi Kitano acted in ""Johnny Mnemonic"".";Which movies did Laurence Fishburne direct?;Laurence Fishburne has not directed any movies.;What movies has Taylor Hackford directed and What movies has Takeshi Kitano acted in and Which movies did Laurence Fishburne direct?;True;True;1.294604778289795
"How many votes did the movie ""Speed Racer"" get?";"""Speed Racer"" received 29 votes.";What movies has James Marshall acted in?;"James Marshall acted in ""A Few Good Men"".";When was the actor Keanu Reeves born?;Keanu Reeves was born in 1964.;"How many votes did the movie ""Speed Racer"" get and What movies has James Marshall acted in and When was the actor Keanu Reeves born?";True;True;1.1868815422058103
"What is the tagline of the movie ""Ninja Assassin""?";"The tagline of ""Ninja Assassin"" is ""Prepare to enter a secret world of assassins.""";What is the tagline of the movie 'The Replacements'?;"The tagline for ""The Replacements"" is ""Pain heals, Chicks dig scars... Glory lasts forever.""";"How many votes did the movie ""The Matrix Reloaded"" receive?";"""The Matrix Reloaded"" received 1444 votes.";"What is the tagline of the movie ""Ninja Assassin"" and What is the tagline of the movie 'The Replacements' and How many votes did the movie ""The Matrix Reloaded"" receive?";True;True;1.755678415298462
"When was the movie ""The Green Mile"" released?";"""The Green Mile"" was released in 1999.";What movies has Wil Wheaton acted in?;"Wil Wheaton acted in ""Stand By Me"".";When was the actor Helen Hunt born?;Helen Hunt was born in 1963.;"When was the movie ""The Green Mile"" released and What movies has Wil Wheaton acted in and When was the actor Helen Hunt born?";True;True;1.176765203475952
In which movies has Tom Cruise acted?;"Tom Cruise acted in ""Jerry Maguire"", ""Topgun"" and ""A Few Good Men"".";How many votes did the movie 'A Few Good Men' receive?;"""A Few Good Men"" received 348 votes.";"What is the tagline of the movie ""What Dreams May Come""?";"The tagline of ""What Dreams May Come"" is ""After life there is more. The end is just the beginning.""";"In which movies has Tom Cruise acted and How many votes did the movie 'A Few Good Men' receive and What is the tagline of the movie ""What Dreams May Come""?";True;True;1.3384456634521484
"How many votes did the movie ""Frost/Nixon"" receive?";"""Frost/Nixon"" received 0 votes.";How many movies has Jim Cash directed?;Jim Cash has not directed any movies.;In which movies has Carrie-Anne Moss acted?;"Carrie-Anne Moss acted in ""The Matrix,"" ""The Matrix Reloaded,"" and ""The Matrix Revolutions.""";"How many votes did the movie ""Frost/Nixon"" receive and How many movies has Jim Cash directed and In which movies has Carrie-Anne Moss acted?";True;True;0.9464561939239502
"What is the tagline of the movie ""Hoffa""?";"The tagline of ""Hoffa"" is ""He didn't want law. He wanted justice.""";How many movies has Naomie Harris directed?;Naomie Harris has not directed any movies.;"When was the movie ""The Devil's Advocate"" released?";"""The Devil's Advocate"" was released in 1997.";"What is the tagline of the movie ""Hoffa"" and How many movies has Naomie Harris directed and When was the movie ""The Devil's Advocate"" released?";True;True;1.145432472229004
"When was the movie ""Apollo 13"" released?";"""Apollo 13"" was released in 1995.";When was the actor Robert Longo born?;Robert Longo was born in 1953.;"How many votes did the movie ""Hoffa"" receive?";"""Hoffa"" received 40 votes.";"When was the movie ""Apollo 13"" released and When was the actor Robert Longo born and How many votes did the movie ""Hoffa"" receive?";True;True;1.3983917236328125
"Did Jack Nicholson act in ""Twister""?";"Jack Nicholson did not act in ""Twister.""";When was the actor Parker Posey born?;Parker Posey was born in 1968.;"Did Hugo Weaving act in, direct, or produce ""The Matrix Reloaded""?";"Hugo Weaving acted in ""The Matrix Reloaded.""";"Did Jack Nicholson act in ""Twister"" and When was the actor Parker Posey born and Did Hugo Weaving act in, direct, or produce ""The Matrix Reloaded""?";True;True;1.359497308731079
What movies has Demi Moore directed?;Demi Moore has not directed any movies.;What movies has Nora Ephron acted in?;Nora Ephron has not acted in any movies.;"What is the tagline of the movie ""The Devil's Advocate""?";"The tagline of ""The Devil's Advocate"" is ""Evil has its winning ways.""";"What movies has Demi Moore directed and What movies has Nora Ephron acted in and What is the tagline of the movie ""The Devil's Advocate""?";True;True;0.9870026111602784
"How many votes did the movie ""Cast Away"" get?";"""Cast Away"" received 82 votes.";When was the actor Ed Harris born?;Ed Harris was born in 1950.;What year was the actor Hugo Weaving born?;Hugo Weaving was born in 1960.;"How many votes did the movie ""Cast Away"" get and When was the actor Ed Harris born and What year was the actor Hugo Weaving born?";True;True;1.436851978302002
"What is the tagline of the movie ""One Flew Over the Cuckoo's Nest""?";"The tagline of ""One Flew Over the Cuckoo's Nest"" is ""If he's crazy, what does that make you?"".";When was the actor John Cusack born?;John Cusack was born in 1966.;Which movies has Joel Silver produced?;"Joel Silver produced ""The Matrix,"" ""The Matrix Reloaded,"" ""The Matrix Revolutions,"" and ""V for Vendetta.""";"What is the tagline of the movie ""One Flew Over the Cuckoo's Nest"" and When was the actor John Cusack born and Which movies has Joel Silver produced?";True;True;1.3669841289520264
"When was the movie ""Something's Gotta Give"" released?";"""Something's Gotta Give"" was released in 2003.";When was the actor Oliver Platt born?;Oliver Platt was born in 1960.;When was the actor Annabella Sciorra born?;Annabella Sciorra was born in 1960.;"When was the movie ""Something's Gotta Give"" released and When was the actor Oliver Platt born and When was the actor Annabella Sciorra born?";True;True;1.5585925579071045
In which movies has Renee Zellweger acted?;"Renee Zellweger acted in ""Jerry Maguire"".";How many movies has Christopher Guest directed?;Christopher Guest has not directed any movies.;"Did Carrie-Anne Moss act in ""What Dreams May Come""?";"Carrie-Anne Moss did not act in ""What Dreams May Come.""";"In which movies has Renee Zellweger acted and How many movies has Christopher Guest directed and Did Carrie-Anne Moss act in ""What Dreams May Come""?";True;True;0.9671177864074708
"How many votes did the movie ""Bicentennial Man"" receive?";"""Bicentennial Man"" received 68 votes.";When was the actor Emile Hirsch born?;Emile Hirsch was born in 1985.;What movies were directed by Laurence Fishburne?;Laurence Fishburne has not directed any movies.;"How many votes did the movie ""Bicentennial Man"" receive and When was the actor Emile Hirsch born and What movies were directed by Laurence Fishburne?";True;True;1.261672019958496
"What is the tagline of the movie ""Charlie Wilson's War""?";"The tagline of ""Charlie Wilson's War"" is ""A stiff drink. A little mascara. A lot of nerve. Who said they couldn't bring down the Soviet empire"".";How many movies has Ron Howard directed?;"Ron Howard directed ""The Da Vinci Code"" and ""Frost/Nixon"".";"When was the movie ""The Devil's Advocate"" released?";"""The Devil's Advocate"" was released in 1997.";"What is the tagline of the movie ""Charlie Wilson's War"" and How many movies has Ron Howard directed and When was the movie ""The Devil's Advocate"" released?";True;True;1.0836181640625
"When was the movie ""The Polar Express"" released?";"""The Polar Express"" was released in 2004.";What movies has Orlando Jones acted in?;"Orlando Jones acted in ""The Replacements"".";"How many votes did the movie ""What Dreams May Come"" receive?";"""What Dreams May Come"" received 32 votes.";"When was the movie ""The Polar Express"" released and What movies has Orlando Jones acted in and How many votes did the movie ""What Dreams May Come"" receive?";True;True;1.046517848968506
"Did Kiefer Sutherland act in ""A League of Their Own""?";"Kiefer Sutherland did not act in ""A League of Their Own.""";How many movies has Christian Bale directed?;Christian Bale has not directed any movies.;Has Keanu Reeves ever directed a movie?;Keanu Reeves has not directed any movies.;"Did Kiefer Sutherland act in ""A League of Their Own"" and How many movies has Christian Bale directed and Has Keanu Reeves ever directed a movie?";True;True;1.2376232147216797
What movies has Noah Wyle directed?;Noah Wyle has not directed any movies.;When was the actor John C. Reilly born?;John C. Reilly was born in 1965.;What is the actor Joel Silver's birth year?;Joel Silver's birth year is 1952.;What movies has Noah Wyle directed and When was the actor John C Reilly born and What is the actor Joel Silver's birth year?;True;True;1.5022709369659424
"How many votes did the movie ""Stand By Me"" get?";"""Stand By Me"" received 51 votes.";What movies has Paul Blythe acted in?;Paul Blythe has not acted in any movies.;Which movies feature Hugo Weaving as an actor?;"Hugo Weaving acted in ""The Matrix,"" ""The Matrix Reloaded,"" ""The Matrix Revolutions,"" ""V for Vendetta,"" and ""Cloud Atlas.""";"How many votes did the movie ""Stand By Me"" get and What movies has Paul Blythe acted in and Which movies feature Hugo Weaving as an actor?";True;True;1.454620361328125
"What is the tagline of the movie ""As Good as It Gets""?";"The tagline of ""As Good as It Gets"" is ""A comedy from the heart that goes for the throat.""";How many movies has Brooke Langton directed?;Brooke Langton has not directed any movies.;"Did Laurence Fishburne act in or direct ""Hoffa""?";"Laurence Fishburne did not act in or direct ""Hoffa"".";"What is the tagline of the movie ""As Good as It Gets"" and How many movies has Brooke Langton directed and Did Laurence Fishburne act in or direct ""Hoffa""?";True;True;1.3022620677947998
"When was the movie ""What Dreams May Come"" released?";"""What Dreams May Come"" was released in 1998.";When was the actor Lori Petty born?;Lori Petty was born in 1963.;How many movies has Carrie-Anne Moss acted in since 2000?;"Carrie-Anne Moss acted in ""The Matrix,"" ""The Matrix Reloaded,"" and ""The Matrix Revolutions"" since 2000.";"When was the movie ""What Dreams May Come"" released and When was the actor Lori Petty born and How many movies has Carrie-Anne Moss acted in since 2000?";True;False;1.1286208629608154
In which movies has Cuba Gooding Jr. acted?;"Cuba Gooding Jr. acted in ""What Dreams May Come"", ""Jerry Maguire"" and ""title: A Few Good Men"".";When was the actor Christopher Guest born?;Christopher Guest was born in 1948.;"In what year was the movie ""The Matrix Reloaded"" released?";"""The Matrix Reloaded"" was released in 2003.";"In which movies has Cuba Gooding Jr acted and When was the actor Christopher Guest born and In what year was the movie ""The Matrix Reloaded"" released?";True;True;1.426175832748413
"How many votes did the movie ""Snow Falling on Cedars"" receive?";"""Snow Falling on Cedars"" received 51 votes.";When was the actor Zach Grenier born?;Zach Grenier was born in 1954.;"Who produced the movie ""The Devil's Advocate""?";"""The Devil's Advocate"" was produced by Joel Silver.";"How many votes did the movie ""Snow Falling on Cedars"" receive and When was the actor Zach Grenier born and Who produced the movie ""The Devil's Advocate""?";True;True;1.177901268005371
"What is the tagline of the movie ""You've Got Mail""?";"The tagline of ""You've Got Mail"" is ""At odds in life... in love on-line.""";How many movies has Richard Harris directed?;Richard Harris has not directed any movies.;What movies has Keanu Reeves acted in that were released in the 2000s?;"Keanu Reeves acted in ""The Matrix,"" ""The Matrix Reloaded,"" and ""The Matrix Revolutions"" in the 2000s.";"What is the tagline of the movie ""You've Got Mail"" and How many movies has Richard Harris directed and What movies has Keanu Reeves acted in that were released in the 2000s?";True;True;1.539574146270752
Was the actor Lilly Wachowski born in 1960?;Lilly Wachowski was born in 1967.;How many movies has Stephen Rea directed?;Stephen Rea has not directed any movies.;"Did Hugo Weaving act in ""What Dreams May Come""?";"Hugo Weaving did not act in ""What Dreams May Come.""";"Was the actor Lilly Wachowski born in 1960 and How many movies has Stephen Rea directed and Did Hugo Weaving act in ""What Dreams May Come""?";True;True;1.0593795776367188
