question;cypher;group;answer;cleaned_query;duration_query_generation;db_result;syntax_error;timeout_error;duration_query_execution;chat_generation_answer;duration_chat_answer;Human Evaluation
How many architectural styles does Green Mcgoimp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Green Mcgoimp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (:STATION {name: ""Green Mcgoimp""})-[:EDGE*]-(s:STATION)
RETURN COUNT(DISTINCT s.architecture) AS architecturalStyles
";3.173308849334717;"[{""architecturalStyles"": 0}]";False;False;0.0055112838745117;Green Mcgoimp passes through zero architectural styles.;0.944843292236328;Incorrect
Does Spaiarf Manor have disabled access?;"MATCH (var1) WHERE var1.name=""Spaiarf Manor""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Spaiarf Manor""})
RETURN s.name, s.disabled_access
";1.5418460369110107;"[{""s.name"": ""Spaiarf Manor"", ""s.disabled_access"": true}]";False;False;0.0105082988739013;Yes, Spaiarf Manor does have disabled access.;1.6039695739746094;Correct
How many stations are between Hords Road and Sloiacy Upon Thames?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Hords Road"" AND var2.name=""Sloiacy Upon Thames""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;6;"MATCH path = (:STATION {name: 'Hords Road'})-[:EDGE*]->(:STATION {name: 'Sloiacy Upon Thames'})
RETURN length(path) - 1 AS stationsBetween
";3.016273498535156;[];False;False;0.0136239528656005;I don't know the answer.;1.361379861831665;Incorrect
Which lines is Clath Grove on?;"MATCH (var1) WHERE var1.name=""Clath Grove""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Orange Screic'];"MATCH (:STATION {name: ""Clath Grove""})-[:EDGE]-(line:LINE)
RETURN DISTINCT line.name
";3.4318296909332275;[];False;False;0.0085296630859375;I don't know the answer.;1.1311616897583008;Incorrect
Are Xoep Bridge and Schwarryington on the same line?;"MATCH (var1) WHERE var1.name=""Xoep Bridge""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Schwarryington""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION)-[e:EDGE]-(s2:STATION)
WHERE s1.name = 'Xoep Bridge' AND s2.name = 'Schwarryington'
RETURN e.line_id, e.line_name
";4.6226561069488525;[];False;False;0.0113537311553955;I don't know the answer.;0.8900496959686279;Incorrect
Is there disabled access at Mccliiv Boulevard?;"MATCH (var1) WHERE var1.name=""Mccliiv Boulevard""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Mccliiv Boulevard""})
RETURN s.disabled_access AS DisabledAccess
";1.8424084186553955;"[{""DisabledAccess"": true}]";False;False;0.008636474609375;Yes, there is disabled access at Mccliiv Boulevard.;1.1802763938903809;Correct
Does Physeiasts Road have rail connections?;"MATCH (var1) WHERE var1.name=""Physeiasts Road""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Physeiasts Road""})-[:EDGE]-(s2:STATION)
RETURN s1.name AS Station, s1.has_rail AS HasRail, s2.name AS ConnectedStation, s2.has_rail AS ConnectedStationHasRail
";3.675578594207764;"[{""Station"": ""Physeiasts Road"", ""HasRail"": false, ""ConnectedStation"": ""Duer St"", ""ConnectedStationHasRail"": true}, {""Station"": ""Physeiasts Road"", ""HasRail"": false, ""ConnectedStation"": ""Psycheact Hospital"", ""ConnectedStationHasRail"": false}, {""Station"": ""Physeiasts Road"", ""HasRail"": false, ""ConnectedStation"": ""Mclouwn Crossing"", ""ConnectedStationHasRail"": true}]";False;False;0.0110182762145996;"Physeiasts Road itself does not have rail connections; however, it is connected to stations that do. Both Duer St and Mclouwn Crossing, which are connected to Physeiasts Road, have rail connections.";3.3179378509521484;Correct
How many lines is Schmoorstington on?;"MATCH (var1) WHERE var1.name=""Schmoorstington""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Schmoorstington""})-[:EDGE]-(:LINE)
RETURN COUNT(DISTINCT line) AS NumberOfLines
";2.666184902191162;;True;False;;;;Incorrect
What size is Ciics Street?;"MATCH (var1) WHERE var1.name=""Ciics Street""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;massive;"MATCH (s:STATION {name: ""Ciics Street""}) RETURN s.size AS size;
";1.3236918449401855;"[{""size"": ""massive""}]";False;False;0.0092723369598388;Ciics Street is massive.;0.8039805889129639;Correct
How clean is Schnerth Court?;"MATCH (var1) WHERE var1.name=""Schnerth Court""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (s:STATION {name: ""Schnerth Court""})
RETURN s.cleanliness AS Cleanliness
";2.088437080383301;"[{""Cleanliness"": ""derilict""}]";False;False;0.0093665122985839;Schnerth Court is in a derelict state when it comes to cleanliness.;2.4993042945861816;Correct
Can you get rail connections at Miaor Court?;"MATCH (var1) WHERE var1.name=""Miaor Court""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Miaor Court""})-[:EDGE]-(s2:STATION)
WHERE s1.has_rail = true
RETURN s1.name AS Station1, s2.name AS Station2, s2.has_rail AS Station2HasRail
";5.9863810539245605;"[{""Station1"": ""Miaor Court"", ""Station2"": ""Cliick On Trent"", ""Station2HasRail"": false}, {""Station1"": ""Miaor Court"", ""Station2"": ""Snoiarty St"", ""Station2HasRail"": true}]";False;False;0.0240483283996582;Yes, you can get rail connections at Miaor Court. It has a direct rail connection to Snoiarty St. However, please note that there is no rail connection from Miaor Court to Cliick On Trent.;2.853069305419922;Correct
What architectural style is Khords Court?;"MATCH (var1) WHERE var1.name=""Khords Court""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;concrete;"MATCH (s:STATION {name: ""Khords Court""})
RETURN s.architecture AS architectural_style
";2.746487855911255;"[{""architectural_style"": ""concrete""}]";False;False;0.0085225105285644;Khords Court features an architectural style that is characterized by the use of concrete.;2.1879265308380127;Correct
What size is Criish Crossing?;"MATCH (var1) WHERE var1.name=""Criish Crossing""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;small;"MATCH (s:STATION {name: ""Criish Crossing""})
RETURN s.size AS size
";2.2065467834472656;"[{""size"": ""small""}]";False;False;0.008514404296875;Criish Crossing is small in size.;0.9857299327850342;Correct
Is there disabled access at Debington?;"MATCH (var1) WHERE var1.name=""Debington""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Debington""})
RETURN s.disabled_access AS DisabledAccess
";1.7879304885864258;"[{""DisabledAccess"": true}]";False;False;0.0080001354217529;Yes, there is disabled access at Debington.;0.9013149738311768;Correct
Is there disabled access at Sprinnbridge?;"MATCH (var1) WHERE var1.name=""Sprinnbridge""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Sprinnbridge""})
RETURN s.disabled_access AS DisabledAccess
";3.075241804122925;"[{""DisabledAccess"": true}]";False;False;0.0085604190826416;Yes, there is disabled access at Sprinnbridge.;1.2962675094604492;Correct
How many lines is Mcclass Court on?;"MATCH (var1) WHERE var1.name=""Mcclass Court""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Mcclass Court""})-[:EDGE]-(:LINE) 
RETURN COUNT(DISTINCT line_id) AS NumberOfLines
";3.9738075733184814;;True;False;;;;Incorrect
Describe Schmeelly Court station's architectural style.;"MATCH (var1) WHERE var1.name=""Schmeelly Court""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;art-deco;"MATCH (s:STATION {name: ""Schmeelly Court""}) RETURN s.architecture;
";1.665112018585205;"[{""s.architecture"": ""art-deco""}]";False;False;0.0155589580535888;Schmeelly Court station features an art-deco architectural style.;1.2357776165008545;Correct
Does Whauely Hospital have rail connections?;"MATCH (var1) WHERE var1.name=""Whauely Hospital""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s:STATION {name: ""Whauely Hospital""})-[:EDGE]->(:STATION {has_rail: true})
RETURN s.name AS Station, EXISTS((s)-[:EDGE]->(:STATION {has_rail: true})) AS HasRailConnection
";5.070467472076416;[];False;False;0.0729291439056396;I don't know the answer.;0.8151364326477051;Incorrect
Does Mcclass Court have rail connections?;"MATCH (var1) WHERE var1.name=""Mcclass Court""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Mcclass Court""})-[:EDGE]-(connected:STATION)
RETURN s.name AS Station, s.has_rail AS HasRail, connected.name AS ConnectedStation
";3.803344964981079;"[{""Station"": ""Mcclass Court"", ""HasRail"": true, ""ConnectedStation"": ""Shroond Court""}, {""Station"": ""Mcclass Court"", ""HasRail"": true, ""ConnectedStation"": ""Klicswich""}]";False;False;0.0125141143798828;Yes, Mcclass Court has rail connections. It is connected to Shroond Court and Klicswich by rail.;2.657992124557495;Correct
How big is Trar Crossing?;"MATCH (var1) WHERE var1.name=""Trar Crossing""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;small;"MATCH (s:STATION {name: ""Trar Crossing""})
RETURN s.size AS size
";1.7503068447113037;"[{""size"": ""small""}]";False;False;0.0091245174407958;Trar Crossing is small in size.;4.83492922782898;Correct
How many lines is Klardham on?;"MATCH (var1) WHERE var1.name=""Klardham""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Klardham""})-[:EDGE]-(:LINE)
RETURN COUNT(DISTINCT line) AS numberOfLines
";2.435344934463501;;True;False;;;;Incorrect
Describe Ghaiockham station's architectural style.;"MATCH (var1) WHERE var1.name=""Ghaiockham""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;victorian;"MATCH (s:STATION {name: ""Ghaiockham""}) RETURN s.architecture AS ArchitecturalStyle
";2.0897746086120605;"[{""ArchitecturalStyle"": ""victorian""}]";False;False;0.0095081329345703;Ghaiockham station features a Victorian architectural style.;1.0432801246643066;Correct
Which stations does Olive Hydrieubs pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Olive Hydrieubs""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Drong Street', 'Mcclaify Court', 'Dwuislyneyland', 'Tsoex Boulevard', 'Sqiirry Estate', 'Groitz Lane', 'Mcgeegsington', 'Schwuosk Estate', 'Schwarryington', 'Dynioyston', 'Fluecneyland', 'Gnuels Square', 'Daiof Lane', 'Sloards International', 'Psychiaongs Court', 'Wruosp Upon Thames', 'Whauely Hospital'];"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION)
WHERE e.line_name = 'Olive Hydrieubs'
RETURN s1.name AS Station1, s2.name AS Station2
";2.5827224254608154;"[{""Station1"": ""Drong Street"", ""Station2"": ""Schwarryington""}, {""Station1"": ""Dwuislyneyland"", ""Station2"": ""Psychiaongs Court""}, {""Station1"": ""Mcgeegsington"", ""Station2"": ""Whauely Hospital""}, {""Station1"": ""Wruosp Upon Thames"", ""Station2"": ""Dynioyston""}, {""Station1"": ""Fluecneyland"", ""Station2"": ""Gnuels Square""}, {""Station1"": ""Sloards International"", ""Station2"": ""Sqiirry Estate""}, {""Station1"": ""Sqiirry Estate"", ""Station2"": ""Wruosp Upon Thames""}, {""Station1"": ""Dynioyston"", ""Station2"": ""Drong Street""}, {""Station1"": ""Schwarryington"", ""Station2"": ""Fluecneyland""}, {""Station1"": ""Gnuels Square"", ""Station2"": ""Groitz Lane""}, {""Station1"": ""Groitz Lane"", ""Station2"": ""Mcgeegsington""}, {""Station1"": ""Whauely Hospital"", ""Station2"": ""Tsoex Boulevard""}, {""Station1"": ""Tsoex Boulevard"", ""Station2"": ""Dwuislyneyland""}, {""Station1"": ""Psychiaongs Court"", ""Station2"": ""Daiof Lane""}, {""Station1"": ""Daiof Lane"", ""Station2"": ""Schwuosk Estate""}, {""Station1"": ""Schwuosk Estate"", ""Station2"": ""Mcclaify Court""}]";False;False;0.0130312442779541;I don't know the answer.;0.8924267292022705;Incorrect
Does Wroudly Way have disabled access?;"MATCH (var1) WHERE var1.name=""Wroudly Way""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (s:STATION {name: ""Wroudly Way""})
RETURN s.name, s.disabled_access
";1.7655248641967771;"[{""s.name"": ""Wroudly Way"", ""s.disabled_access"": false}]";False;False;0.0105078220367431;No, Wroudly Way does not have disabled access.;1.0811643600463867;Correct
How clean is Cycloost On Trent?;"MATCH (var1) WHERE var1.name=""Cycloost On Trent""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;clean;"MATCH (s:STATION {name: ""Cycloost On Trent""})
RETURN s.cleanliness AS Cleanliness
";2.3289034366607666;"[{""Cleanliness"": ""clean""}]";False;False;0.0090820789337158;Cycloost On Trent is clean.;2.480257034301758;Correct
Which stations does Purple Waec pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Waec""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Diocs Estate', 'Mccliiv Boulevard', 'Kwoetts Manor', 'Froam Lane', 'Schnerth Court', 'Mcciays Court', 'Mccaork Estate', 'Hydreurtsington', 'Tousch Lane', 'Schooz Upon Thames', 'Claury On Trent', 'Jeiabs Hospital', 'Fruirtyneyland', 'Thruolly Lane', 'Cziengly Road', 'Hords Road', 'Snuiz Estate', 'Criish Crossing'];"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION)
WHERE e.line_name = 'Purple Waec'
RETURN s1.name AS Station1, s2.name AS Station2
";3.712259292602539;"[{""Station1"": ""Froam Lane"", ""Station2"": ""Schooz Upon Thames""}, {""Station1"": ""Kwoetts Manor"", ""Station2"": ""Hords Road""}, {""Station1"": ""Mccliiv Boulevard"", ""Station2"": ""Mccaork Estate""}, {""Station1"": ""Schnerth Court"", ""Station2"": ""Thruolly Lane""}, {""Station1"": ""Tousch Lane"", ""Station2"": ""Mcciays Court""}, {""Station1"": ""Mcciays Court"", ""Station2"": ""Fruirtyneyland""}, {""Station1"": ""Fruirtyneyland"", ""Station2"": ""Diocs Estate""}, {""Station1"": ""Diocs Estate"", ""Station2"": ""Claury On Trent""}, {""Station1"": ""Cziengly Road"", ""Station2"": ""Schnerth Court""}, {""Station1"": ""Thruolly Lane"", ""Station2"": ""Jeiabs Hospital""}, {""Station1"": ""Jeiabs Hospital"", ""Station2"": ""Mccliiv Boulevard""}, {""Station1"": ""Mccaork Estate"", ""Station2"": ""Snuiz Estate""}, {""Station1"": ""Snuiz Estate"", ""Station2"": ""Froam Lane""}, {""Station1"": ""Schooz Upon Thames"", ""Station2"": ""Hydreurtsington""}, {""Station1"": ""Hydreurtsington"", ""Station2"": ""Tousch Lane""}, {""Station1"": ""Claury On Trent"", ""Station2"": ""Kwoetts Manor""}, {""Station1"": ""Hords Road"", ""Station2"": ""Criish Crossing""}]";False;False;0.0070452690124511;The Purple Waec passes through the following stations: Froam Lane, Schooz Upon Thames, Hydreurtsington, Tousch Lane, Mcciays Court, Fruirtyneyland, Diocs Estate, Claury On Trent, Kwoetts Manor, Hords Road, Criish Crossing, Snuiz Estate, Mccaork Estate, Mccliiv Boulevard, Jeiabs Hospital, Thruolly Lane, Schnerth Court, and Cziengly Road.;5.878673791885376;Correct
How many sizes of station does Orange Faw pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Faw""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (:LINE {name: ""Orange Faw""})-[:EDGE]->(s:STATION)
RETURN COUNT(DISTINCT s.size) AS distinct_station_sizes
";3.407708644866944;"[{""distinct_station_sizes"": 0}]";False;False;0.0270643234252929;Orange Faw passes through zero distinct station sizes.;1.4534385204315186;Incorrect
What size is Fleotz St?;"MATCH (var1) WHERE var1.name=""Fleotz St""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;large;"MATCH (s:STATION {name: ""Fleotz St""}) RETURN s.size;
";2.1800456047058105;"[{""s.size"": ""large""}]";False;False;0.0172622203826904;Fleotz Street is large in size.;2.9331066608428955;Correct
How big is Schwoiarth St?;"MATCH (var1) WHERE var1.name=""Schwoiarth St""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;medium-sized;"MATCH (s:STATION {name: ""Schwoiarth St""})
RETURN s.size AS size
";2.163053035736084;"[{""size"": ""medium-sized""}]";False;False;0.0095160007476806;Schwoiarth Street is medium-sized.;4.011204719543457;Correct
Can you get rail connections at Gnoects Upon Thames?;"MATCH (var1) WHERE var1.name=""Gnoects Upon Thames""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Gnoects Upon Thames""})-[:EDGE]-(s2:STATION)
WHERE s1.has_rail = true
RETURN s1.name AS Station, s2.name AS ConnectedStation
";6.102417230606079;"[{""Station"": ""Gnoects Upon Thames"", ""ConnectedStation"": ""Schmiarfington""}, {""Station"": ""Gnoects Upon Thames"", ""ConnectedStation"": ""Cliick On Trent""}]";False;False;0.0240161418914794;Yes, you can get rail connections at Gnoects Upon Thames. This station provides connections to Schmiarfington and Cliick On Trent.;2.123072385787964;Correct
How clean is Biacts St?;"MATCH (var1) WHERE var1.name=""Biacts St""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;rat-infested;"MATCH (s:STATION {name: ""Biacts St""})
RETURN s.cleanliness AS Cleanliness
";2.0952677726745605;"[{""Cleanliness"": ""rat-infested""}]";False;False;0.0080041885375976;Biacts Street is currently dealing with a rat infestation issue.;0.9929070472717284;Correct
Are Dynieucks St and Tsoex Boulevard on the same line?;"MATCH (var1) WHERE var1.name=""Dynieucks St""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Tsoex Boulevard""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION)-[e1:EDGE]-(s2:STATION), (s3:STATION)-[e2:EDGE]-(s4:STATION)
WHERE s1.name = 'Dynieucks St' AND s3.name = 'Tsoex Boulevard' AND e1.line_id = e2.line_id
RETURN e1.line_id AS shared_line_id, e1.line_name AS shared_line_name
";8.831791162490845;[];False;False;0.0472760200500488;I don't know the answer.;1.0215895175933838;Incorrect
How many lines is Mcgeegsington on?;"MATCH (var1) WHERE var1.name=""Mcgeegsington""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;2;"MATCH (:STATION {name: ""Mcgeegsington""})-[:EDGE]-(:LINE) 
RETURN COUNT(DISTINCT line) AS NumberOfLines
";3.60152006149292;;True;False;;;;Incorrect
What size is Mcfial St?;"MATCH (var1) WHERE var1.name=""Mcfial St""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;tiny;"MATCH (s:STATION {name: ""Mcfial St""})
RETURN s.size AS size
";1.9222495555877688;"[{""size"": ""tiny""}]";False;False;0.0107145309448242;Mcfial St is tiny in size.;0.953183650970459;Correct
How many architectural styles does Cyan Beohn pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Cyan Beohn""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (:STATION {name: ""Cyan Beohn""})-[:EDGE*]-(s:STATION)
RETURN COUNT(DISTINCT s.architecture) AS architecturalStyles
";2.1868698596954346;"[{""architecturalStyles"": 0}]";False;False;0.0080032348632812;Cyan Beohn passes through zero architectural styles.;1.0612385272979736;Incorrect
What is the cleanliness level of Psycheuff Palace station?;"MATCH (var1) WHERE var1.name=""Psycheuff Palace""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;clean;"MATCH (s:STATION {name: ""Psycheuff Palace""}) RETURN s.cleanliness AS CleanlinessLevel
";2.4985640048980717;"[{""CleanlinessLevel"": ""clean""}]";False;False;0.0080034732818603;The Psycheuff Palace station is clean.;1.5547831058502195;Correct
Are Hyeeys Palace and Klioc Palace on the same line?;"MATCH (var1) WHERE var1.name=""Hyeeys Palace""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Klioc Palace""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION {name: 'Hyeeys Palace'})-[:EDGE]-(e:EDGE)-[:EDGE]-(s2:STATION {name: 'Klioc Palace'})
RETURN e.line_id AS LineID, e.line_name AS LineName
";9.35497760772705;[];False;False;0.0332882404327392;I don't know the answer.;1.0051939487457275;Incorrect
What is the cleanliness level of Chraets Square station?;"MATCH (var1) WHERE var1.name=""Chraets Square""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;shabby;"MATCH (s:STATION {name: ""Chraets Square""})
RETURN s.cleanliness AS cleanliness_level
";1.3173954486846924;"[{""cleanliness_level"": ""shabby""}]";False;False;0.010521650314331;The cleanliness level of Chraets Square station is considered shabby.;0.9922480583190918;Correct
How many stations are between Froam Lane and Hroests Grove?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Froam Lane"" AND var2.name=""Hroests Grove""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;6;"MATCH path = (start:STATION {name: 'Froam Lane'})-[:EDGE*]->(end:STATION {name: 'Hroests Grove'})
RETURN LENGTH(path) - 1 AS stationsBetween
";2.232671022415161;;False;True;;;;Incorrect
What size is Schmoorstington?;"MATCH (var1) WHERE var1.name=""Schmoorstington""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;tiny;"MATCH (s:STATION {name: ""Schmoorstington""}) RETURN s.size AS size
";1.9383294582366943;"[{""size"": ""tiny""}]";False;False;0.0091252326965332;Schmoorstington is tiny in size.;1.1702489852905271;Correct
Is there disabled access at Skuessbridge?;"MATCH (var1) WHERE var1.name=""Skuessbridge""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Skuessbridge""})
RETURN s.disabled_access AS DisabledAccess
";3.1639983654022217;"[{""DisabledAccess"": true}]";False;False;0.0095133781433105;Yes, there is disabled access at Skuessbridge.;0.93257474899292;Correct
Are Symbeiash Hospital and Mcfial St on the same line?;"MATCH (var1) WHERE var1.name=""Symbeiash Hospital""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Mcfial St""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION)-[e:EDGE]-(s2:STATION)
WHERE s1.name = 'Symbeiash Hospital' AND s2.name = 'Mcfial St'
RETURN e.line_id, e.line_name
";4.46295166015625;[];False;False;0.0242347717285156;I don't know the answer.;1.0514767169952393;Incorrect
Can you get rail connections at Gnoects Upon Thames?;"MATCH (var1) WHERE var1.name=""Gnoects Upon Thames""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: 'Gnoects Upon Thames'})-[:EDGE]-(s2:STATION)
WHERE s1.has_rail = true
RETURN s1.name AS Station, s2.name AS ConnectedStation
";3.901170492172241;"[{""Station"": ""Gnoects Upon Thames"", ""ConnectedStation"": ""Schmiarfington""}, {""Station"": ""Gnoects Upon Thames"", ""ConnectedStation"": ""Cliick On Trent""}]";False;False;0.0115323066711425;Yes, you can get rail connections at Gnoects Upon Thames. It has connections to Schmiarfington and Cliick On Trent.;3.3812973499298096;Correct
